,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,fixed acidity_3,volatile acidity_3,citric acid_3,residual sugar_3,chlorides_3,free sulfur dioxide_3,total sulfur dioxide_3,density_3,pH_3,sulphates_3,alcohol_3,quality_3
0,0.24778761061946908,0.39726027397260266,0.0,0.0684931506849315,0.10684474123539231,0.14084507042253522,0.0989399293286219,0.567547723935391,0.606299212598425,0.13772455089820365,0.15384615384615397,0.3999999999999999,0.07849593979924756,0.08656048926287935,0.0,0.0016464570554042199,0.0019169354593660153,0.0035633240186793195,0.0016193987799739268,0.5641934260965336,0.5163409778968646,0.017538660856901814,0.08760903712188031,0.20206185567010312
1,0.2831858407079646,0.5205479452054794,0.0,0.11643835616438356,0.14357262103505844,0.33802816901408456,0.215547703180212,0.4941262848751933,0.3622047244094486,0.2095808383233533,0.2153846153846155,0.3999999999999999,0.09617108957579691,0.17241078439926705,0.0,0.004524936706752838,0.0041186966078697535,0.041859680051011795,0.012451531035735361,0.4907112438734025,0.27777434022030845,0.03496895993916673,0.12834495598003134,0.20206185567010312
2,0.2831858407079646,0.4383561643835616,0.04,0.0958904109589041,0.1335559265442404,0.19718309859154928,0.16961130742049468,0.5088105726872243,0.4094488188976375,0.1916167664670659,0.2153846153846155,0.3999999999999999,0.09617108957579691,0.11090391479293783,6.400000000000001e-05,0.0030721330831506473,0.0034062641212973394,0.00903959040528122,0.006514716008834937,0.5053958925217046,0.32054272729200184,0.02997063182448456,0.12834495598003134,0.20206185567010312
3,0.5840707964601769,0.10958904109589043,0.56,0.0684931506849315,0.10517529215358931,0.22535211267605634,0.19081272084805656,0.5822320117474362,0.3307086614173227,0.1497005988023952,0.2153846153846155,0.6000000000000001,0.33337013106706875,0.005129630719345486,0.17561600000000005,0.0016464570554042199,0.0018419631020525037,0.013160186150190087,0.008939836940695195,0.5789075501460914,0.2501384126125814,0.019986657564110173,0.12834495598003134,0.38969072164948454
4,0.24778761061946908,0.39726027397260266,0.0,0.0684931506849315,0.10684474123539231,0.14084507042253522,0.0989399293286219,0.567547723935391,0.606299212598425,0.13772455089820365,0.15384615384615397,0.3999999999999999,0.07849593979924756,0.08656048926287935,0.0,0.0016464570554042199,0.0019169354593660153,0.0035633240186793195,0.0016193987799739268,0.5641934260965336,0.5163409778968646,0.017538660856901814,0.08760903712188031,0.20206185567010312
5,0.24778761061946908,0.3698630136986301,0.0,0.06164383561643835,0.10517529215358931,0.16901408450704225,0.12014134275618375,0.567547723935391,0.606299212598425,0.13772455089820365,0.15384615384615397,0.3999999999999999,0.07849593979924756,0.07248241254973896,0.0,0.0013706150658609683,0.0018419631020525037,0.005883503417308109,0.0026425432813614647,0.5641934260965336,0.5163409778968646,0.017538660856901814,0.08760903712188031,0.20206185567010312
6,0.2920353982300885,0.3287671232876712,0.06,0.04794520547945205,0.0951585976627713,0.19718309859154928,0.1872791519434629,0.4647577092511028,0.44094488188976344,0.07784431137724554,0.15384615384615397,0.3999999999999999,0.10088434387303712,0.05434811281129329,0.00021599999999999996,0.0009043427252114209,0.001432637968263059,0.00903959040528122,0.00849981354624925,0.46135961999664943,0.34994406902951436,0.007709507069444328,0.08760903712188031,0.20206185567010312
7,0.23893805309734517,0.363013698630137,0.0,0.02054794520547945,0.08848080133555926,0.19718309859154928,0.053003533568904596,0.3325991189427384,0.5118110236220472,0.08383233532934128,0.24615384615384617,0.8,0.07436397071852206,0.06921780233471246,0.0,0.000268321467919872,0.0011964055548672778,0.00903959040528122,0.0003747304022939052,0.32956868992522104,0.41874828357770666,0.008524041057937385,0.1500034066907406,0.6515463917525773
8,0.2831858407079646,0.3150684931506849,0.02,0.07534246575342465,0.10183639398998329,0.11267605633802817,0.04240282685512367,0.4941262848751933,0.48818897637795233,0.1437125748502994,0.1692307692307693,0.8,0.09617108957579691,0.04905006462766549,8.000000000000001e-06,0.0019529183115569468,0.0016979106070751713,0.001950451041803417,0.00023266842888696205,0.4907112438734025,0.39540156988403896,0.018741187758057658,0.09747591837937272,0.6515463917525773
9,0.256637168141593,0.2602739726027397,0.36,0.3561643835616438,0.09849749582637728,0.22535211267605634,0.3392226148409894,0.567547723935391,0.4803149606299213,0.281437125748503,0.32307692307692304,0.3999999999999999,0.08274110652739956,0.03126680370031431,0.046655999999999996,0.06076903779760449,0.001561539041284043,0.013160186150190087,0.04395643548818298,0.5641934260965336,0.3877113375728932,0.0597763980520998,0.2080552583652672,0.20206185567010312
10,0.18584070796460184,0.3150684931506849,0.08,0.06164383561643835,0.14190317195325527,0.19718309859154928,0.20848056537102472,0.42804698972099686,0.4251968503937005,0.125748502994012,0.12307692307692308,0.3999999999999999,0.05186364374558779,0.04905006462766549,0.0005120000000000001,0.0013706150658609683,0.003993666688085868,0.00903959040528122,0.011368645103711248,0.4247032156226531,0.33515376103466366,0.015259422232094349,0.06849621304891448,0.20206185567010312
11,0.256637168141593,0.2602739726027397,0.36,0.3561643835616438,0.09849749582637728,0.22535211267605634,0.3392226148409894,0.567547723935391,0.4803149606299213,0.281437125748503,0.32307692307692304,0.3999999999999999,0.08274110652739956,0.03126680370031431,0.046655999999999996,0.06076903779760449,0.001561539041284043,0.013160186150190087,0.04395643548818298,0.5641934260965336,0.3877113375728932,0.0597763980520998,0.2080552583652672,0.20206185567010312
12,0.08849557522123891,0.3390410958904109,0.0,0.04794520547945205,0.12854757929883137,0.2112676056338028,0.1872791519434629,0.31057268722466347,0.6614173228346458,0.1137724550898204,0.23076923076923084,0.3999999999999999,0.019957459100338745,0.05856067365971149,0.0,0.0009043427252114209,0.0030830732430566082,0.01097128711014422,0.00849981354624925,0.30764985161730607,0.5764443334203213,0.013142914615316328,0.1390647989407954,0.20206185567010312
13,0.2831858407079646,0.33561643835616434,0.29,0.04794520547945205,0.17028380634390652,0.11267605633802817,0.0812720848056537,0.5381791483113005,0.4094488188976375,0.7365269461077846,0.10769230769230775,0.3999999999999999,0.09617108957579691,0.05713334199093792,0.024388999999999994,0.0009043427252114209,0.006487649488933464,0.001950451041803417,0.0010014768396518045,0.5347828691486143,0.32054272729200184,0.47218097094410233,0.0592458507427506,0.20206185567010312
14,0.38053097345132747,0.3424657534246575,0.18,0.19863013698630136,0.27378964941569284,0.7183098591549296,0.4911660777385159,0.6262848751835577,0.3307086614173227,0.3293413173652695,0.12307692307692308,0.3999999999999999,0.15491582454670588,0.06001140368854537,0.0058319999999999995,0.014542271509094727,0.023893511843271622,0.37671300774018274,0.12629425438655184,0.6230853187822412,0.2501384126125814,0.08105598863293773,0.06849621304891448,0.20206185567010312
15,0.38053097345132747,0.3424657534246575,0.19,0.20547945205479448,0.26377295492487485,0.7042253521126761,0.5017667844522967,0.6262848751835577,0.3385826771653542,0.35928143712574856,0.12307692307692308,0.3999999999999999,0.15491582454670588,0.06001140368854537,0.0068590000000000005,0.015736691496922226,0.0215314682912019,0.35539468502091104,0.1342970788884763,0.6230853187822412,0.2569822846203301,0.09648592684412469,0.06849621304891448,0.20206185567010312
16,0.34513274336283184,0.10958904109589043,0.56,0.06164383561643835,0.1335559265442404,0.47887323943661975,0.34275618374558303,0.5014684287812088,0.44094488188976344,0.25149700598802394,0.32307692307692304,0.8,0.13175517796378336,0.005129630719345486,0.17561600000000005,0.0013706150658609683,0.0034062641212973394,0.11486763456906551,0.045262253901660214,0.4980528316819246,0.34994406902951436,0.04845993809943493,0.2080552583652672,0.6515463917525773
17,0.3097345132743363,0.30136986301369867,0.28,0.0547945205479452,0.5943238731218697,0.2112676056338028,0.17667844522968196,0.4941262848751933,0.29133858267716484,0.5688622754491018,0.13846153846153864,0.3999999999999999,0.11067492057680829,0.04410508438120787,0.021952000000000006,0.001123780802579324,0.21847817355465465,0.01097128711014422,0.007266745446362739,0.4907112438734025,0.2165640026274427,0.25881450209522455,0.07794987192684275,0.20206185567010312
18,0.24778761061946908,0.32191780821917804,0.08,0.23972602739726026,0.12353923205342235,0.07042253521126761,0.0812720848056537,0.5381791483113005,0.5039370078740153,0.10179640718562874,0.0923076923076922,0.19999999999999996,0.07849593979924756,0.051654194305054746,0.0005120000000000001,0.022683773346519324,0.002780952310973922,0.0005760260631699651,0.0010014768396518045,0.5347828691486143,0.41091990624448527,0.011183110932196292,0.05019657526300572,0.07628865979381444
19,0.2920353982300885,0.136986301369863,0.51,0.06164383561643835,0.5492487479131887,0.22535211267605634,0.17667844522968196,0.5014684287812088,0.23622047244094446,0.4491017964071857,0.12307692307692308,0.6000000000000001,0.10088434387303712,0.007873009173678988,0.13265100000000002,0.0013706150658609683,0.17382965557043198,0.013160186150190087,0.007266745446362739,0.4980528316819246,0.17134081996153216,0.15366214456113672,0.06849621304891448,0.38969072164948454
20,0.38053097345132747,0.0684931506849315,0.48,0.06164383561643835,0.10851419031719531,0.3943661971830986,0.19081272084805656,0.4941262848751933,0.5118110236220472,0.1197604790419162,0.15384615384615397,0.6000000000000001,0.15491582454670588,0.0022624755743948636,0.11059199999999998,0.0013706150658609683,0.0019939069626321,0.06534010990041446,0.008939836940695195,0.4907112438734025,0.41874828357770666,0.014181203739849876,0.08760903712188031,0.38969072164948454
21,0.2654867256637168,0.18493150684931509,0.31,0.0958904109589041,0.11686143572621019,0.3098591549295775,0.2296819787985866,0.5969162995594672,0.6141732283464565,0.1916167664670659,0.19999999999999996,0.3999999999999999,0.08710100060091633,0.014607424978136167,0.029790999999999998,0.0030721330831506473,0.0024096723275713852,0.032595037602445566,0.01481914773339065,0.593627572822168,0.5247821944229721,0.02997063182448456,0.11784166806310284,0.20206185567010312
22,0.2920353982300885,0.21232876712328763,0.21,0.04794520547945205,0.15692821368948245,0.1267605633802817,0.10954063604240281,0.47944199706314805,0.3385826771653542,0.34730538922155696,0.1692307692307693,0.3999999999999999,0.10088434387303712,0.01972792463014104,0.009260999999999998,0.0009043427252114209,0.005213948007992007,0.002676511800496722,0.0020895828966829956,0.4760324867590846,0.2569822846203301,0.09010903103102022,0.09747591837937272,0.20206185567010312
23,0.34513274336283184,0.25342465753424653,0.11,0.0958904109589041,0.12020033388981635,0.11267605633802817,0.215547703180212,0.4941262848751933,0.3385826771653542,0.1197604790419162,0.15384615384615397,0.3999999999999999,0.13175517796378336,0.029402290477514234,0.001331,0.0030721330831506473,0.0025908931545353905,0.001950451041803417,0.012451531035735361,0.4907112438734025,0.2569822846203301,0.014181203739849876,0.08760903712188031,0.20206185567010312
24,0.20353982300884965,0.1917808219178082,0.14,0.10273972602739725,0.12186978297161938,0.28169014084507044,0.12014134275618375,0.4941262848751933,0.5433070866141732,0.17964071856287425,0.19999999999999996,0.6000000000000001,0.058937476911121764,0.01579471737317455,0.0027440000000000008,0.003517186809219944,0.002684804789294336,0.024809308581180824,0.0026425432813614647,0.4907112438734025,0.4505263755763247,0.026884518618197774,0.11784166806310284,0.38969072164948454
25,0.1504424778761062,0.18493150684931509,0.16,0.03424657534246575,0.11352253756260433,0.14084507042253522,0.06007067137809187,0.3986784140969206,0.47244094488188937,0.13772455089820365,0.13846153846153864,0.3999999999999999,0.038933616973324356,0.014607424978136167,0.004096000000000001,0.0005412089668253674,0.002237079393665873,0.0035633240186793195,0.0004951247139651146,0.39540458097562947,0.38006688031851776,0.017538660856901814,0.07794987192684275,0.20206185567010312
26,0.2654867256637168,0.19863013698630133,0.24,0.06164383561643835,0.11352253756260433,0.04225352112676056,0.0176678445229682,0.4500734214390576,0.4251968503937005,0.155688622754491,0.1692307692307693,0.3999999999999999,0.08710100060091633,0.017042883550483636,0.013823999999999998,0.0013706150658609683,0.002237079393665873,0.00016878903246375724,4.619396335629677e-05,0.4466926424040274,0.33515376103466366,0.02127582365935578,0.09747591837937272,0.20206185567010312
27,0.2920353982300885,0.21232876712328763,0.21,0.04794520547945205,0.15692821368948245,0.1267605633802817,0.10954063604240281,0.47944199706314805,0.3385826771653542,0.34730538922155696,0.1692307692307693,0.3999999999999999,0.10088434387303712,0.01972792463014104,0.009260999999999998,0.0009043427252114209,0.005213948007992007,0.002676511800496722,0.0020895828966829956,0.4760324867590846,0.2569822846203301,0.09010903103102022,0.09747591837937272,0.20206185567010312
28,0.22123893805309736,0.40410958904109584,0.0,0.0684931506849315,0.11352253756260433,0.18309859154929578,0.10247349823321555,0.5234948604992695,0.5748031496062991,0.1317365269461078,0.15384615384615397,0.3999999999999999,0.06643350670759797,0.0903425266272069,0.0,0.0016464570554042199,0.002237079393665873,0.00734902088965216,0.0017673437514047212,0.5200864338860782,0.48305435865422,0.01637832347634619,0.08760903712188031,0.20206185567010312
29,0.2831858407079646,0.3595890410958904,0.0,0.07534246575342465,0.11686143572621019,0.09859154929577466,0.0353356890459364,0.4647577092511028,0.5039370078740153,0.155688622754491,0.2153846153846155,0.6000000000000001,0.09617108957579691,0.06762268730355524,0.0,0.0019529183115569468,0.0024096723275713852,0.0013690665966504753,0.00016074670656720312,0.46135961999664943,0.41091990624448527,0.02127582365935578,0.12834495598003134,0.38969072164948454
30,0.18584070796460184,0.3801369863013699,0.07,0.10273972602739725,0.12854757929883137,0.22535211267605634,0.26855123674911663,0.42070484581498135,0.4803149606299213,0.125748502994012,0.2615384615384615,0.3999999999999999,0.05186364374558779,0.07756813171260271,0.0003430000000000001,0.003517186809219944,0.0030830732430566082,0.013160186150190087,0.022833986808744103,0.4173763499998344,0.3877113375728932,0.015259422232094349,0.1611629889752121,0.20206185567010312
31,0.20353982300884965,0.386986301369863,0.0,0.1095890410958904,0.15525876460767946,0.295774647887324,0.10954063604240281,0.47944199706314805,0.5669291338582676,0.1437125748502994,0.33846153846153837,0.6000000000000001,0.058937476911121764,0.08108669973803985,0.0,0.004000917503638052,0.005067558791978004,0.02852534648637497,0.0020895828966829956,0.4760324867590846,0.4748515823492019,0.018741187758057658,0.22035285950254943,0.38969072164948454
32,0.32743362831858414,0.3664383561643836,0.12,0.0958904109589041,0.11853088480801335,0.19718309859154928,0.37809187279151946,0.47944199706314805,0.3385826771653542,0.1976047904191617,0.2153846153846155,0.3999999999999999,0.12096111941255523,0.07083764733991718,0.0017279999999999997,0.0030721330831506473,0.0024991911021450793,0.00903959040528122,0.0597696441693503,0.4760324867590846,0.2569822846203301,0.03158676670438192,0.12834495598003134,0.20206185567010312
33,0.20353982300884965,0.3321917808219178,0.12,0.6712328767123287,0.10183639398998329,0.5492957746478874,0.27208480565371024,0.6776798825256947,0.5590551181102361,0.1137724550898204,0.15384615384615397,0.6000000000000001,0.058937476911121764,0.05572921845165505,0.0017279999999999997,0.32883856824309327,0.0016979106070751713,0.17146554426425398,0.023679937066835785,0.6746931883142473,0.46669608416252073,0.013142914615316328,0.08760903712188031,0.38969072164948454
