,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,volatile acidity_3,citric acid_3,chlorides_3,total sulfur dioxide_3,density_3,pH_3,sulphates_3,alcohol_3,volatile acidityvolatile acidity,volatile aciditycitric acid,volatile aciditychlorides,volatile aciditytotal sulfur dioxide,volatile aciditydensity,volatile aciditypH,volatile aciditysulphates,volatile acidityalcohol,citric acidvolatile acidity,citric acidcitric acid,citric acidchlorides,citric acidtotal sulfur dioxide,citric aciddensity,citric acidpH,citric acidsulphates,citric acidalcohol,chloridesvolatile acidity,chloridescitric acid,chlorideschlorides,chloridestotal sulfur dioxide,chloridesdensity,chloridespH,chloridessulphates,chloridesalcohol,total sulfur dioxidevolatile acidity,total sulfur dioxidecitric acid,total sulfur dioxidechlorides,total sulfur dioxidetotal sulfur dioxide,total sulfur dioxidedensity,total sulfur dioxidepH,total sulfur dioxidesulphates,total sulfur dioxidealcohol,densityvolatile acidity,densitycitric acid,densitychlorides,densitytotal sulfur dioxide,densitydensity,densitypH,densitysulphates,densityalcohol,pHvolatile acidity,pHcitric acid,pHchlorides,pHtotal sulfur dioxide,pHdensity,pHpH,pHsulphates,pHalcohol,sulphatesvolatile acidity,sulphatescitric acid,sulphateschlorides,sulphatestotal sulfur dioxide,sulphatesdensity,sulphatespH,sulphatessulphates,sulphatesalcohol,alcoholvolatile acidity,alcoholcitric acid,alcoholchlorides,alcoholtotal sulfur dioxide,alcoholdensity,alcoholpH,alcoholsulphates,alcoholalcohol,volatile acidity_e,citric acid_e,chlorides_e,total sulfur dioxide_e,density_e,pH_e,sulphates_e,alcohol_e
0,0.24778761061946908,0.39726027397260266,0.0,0.0684931506849315,0.10684474123539231,0.14084507042253522,0.0989399293286219,0.567547723935391,0.606299212598425,0.13772455089820365,0.15384615384615397,0.3999999999999999,0.08656048926287935,0.0,0.0019169354593660153,0.0016193987799739268,0.5641934260965336,0.5163409778968646,0.017538660856901814,0.08760903712188031,0.19161966156325538,0.0,0.15558469126553034,0.11844660194174754,0.39868772664699337,0.3998984533666614,0.3002639788816895,0.3261998227174876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15558469126553034,0.0,0.015092034074983184,0.053499125518100585,0.10695519040045473,0.12435674718935395,0.031168745680150083,0.10244511868641798,0.11844660194174754,0.0,0.053499125518100585,0.013415583637779243,0.09946354510537748,0.11815159027622751,0.06264041734892045,0.07364773931220113,0.39868772664699337,0.0,0.10695519040045473,0.09946354510537748,0.5658710647116223,0.6149587486701886,0.13752990795893,0.1521591274454035,0.3998984533666614,0.0,0.12435674718935395,0.11815159027622751,0.6149587486701886,0.5613881598133564,0.18258534714230915,0.31971770744225825,0.3002639788816895,0.0,0.031168745680150083,0.06264041734892045,0.13752990795893,0.18258534714230915,0.05260723188815504,0.13785744771660272,0.3261998227174876,0.0,0.10244511868641798,0.07364773931220113,0.1521591274454035,0.31971770744225825,0.13785744771660272,0.11753053813139652,0.23776408150511258,0.0,0.08057124557990303,1.7984862202782196e-111,0.5658757896614901,0.4528828683202831,0.0599698393227005,0.002587221976406757
1,0.2831858407079646,0.5205479452054794,0.0,0.11643835616438356,0.14357262103505844,0.33802816901408456,0.215547703180212,0.4941262848751933,0.3622047244094486,0.2095808383233533,0.2153846153846155,0.3999999999999999,0.17241078439926705,0.0,0.0041186966078697535,0.012451531035735361,0.4907112438734025,0.27777434022030845,0.03496895993916673,0.12834495598003134,0.306204673650282,0.0,0.25872510457638753,0.30809061488673134,0.521753979870249,0.4700046867676926,0.4983921286297097,0.45561605673040395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25872510457638753,0.0,0.02534990098532332,0.148901506983876,0.1435077208974712,0.1499448250243098,0.050982457295197986,0.1463501695520257,0.30809061488673134,0.0,0.148901506983876,0.053338923159849075,0.21638261773991568,0.2298410311240615,0.16362667072845663,0.17014574921971193,0.521753979870249,0.0,0.1435077208974712,0.21638261773991568,0.4924186921344429,0.3632005302649115,0.20881563285121346,0.21233893107115498,0.4700046867676926,0.0,0.1499448250243098,0.2298410311240615,0.3632005302649115,0.31874015748031514,0.22742189830797424,0.26147704590818355,0.4983921286297097,0.0,0.050982457295197986,0.16362667072845663,0.20881563285121346,0.22742189830797424,0.09084834622600296,0.22321809645753313,0.45561605673040395,0.0,0.1463501695520257,0.17014574921971193,0.21233893107115498,0.26147704590818355,0.22321809645753313,0.16824034334763954,0.3443103918052442,0.0,0.1094801802944445,3.8603352051642556e-97,0.49242407179504255,0.2280779430961225,0.09718256995175345,0.004600223528887854
2,0.2831858407079646,0.4383561643835616,0.04,0.0958904109589041,0.1335559265442404,0.19718309859154928,0.16961130742049468,0.5088105726872243,0.4094488188976375,0.1916167664670659,0.2153846153846155,0.3999999999999999,0.11090391479293783,6.400000000000001e-05,0.0034062641212973394,0.006514716008834937,0.5053958925217046,0.32054272729200184,0.02997063182448456,0.12834495598003134,0.22691377921031422,0.0456045604560456,0.2077792345632765,0.21143473570658033,0.4394931370340155,0.40392126230276515,0.3981761459083274,0.3811574015448905,0.0456045604560456,0.0016,0.006032786885245902,0.010991247710156728,0.03989595838335334,0.047591240875912405,0.013000000000000001,0.03816942551119767,0.2077792345632765,0.006032786885245902,0.02229505033804334,0.11061597067490836,0.13353495632616894,0.14247162039616723,0.04535430997597341,0.1358557915402463,0.21143473570658033,0.010991247710156728,0.11061597067490836,0.03449721506857519,0.17031435975027018,0.18477047620166606,0.12379574273637711,0.13366549265527017,0.4394931370340155,0.03989595838335334,0.13353495632616894,0.17031435975027018,0.5071032745514046,0.41190589086744644,0.1909882140487772,0.21264190141715944,0.40392126230276515,0.047591240875912405,0.14247162039616723,0.18477047620166606,0.41190589086744644,0.3639545056867891,0.21527511400929114,0.2824351297405189,0.3981761459083274,0.013000000000000001,0.04535430997597341,0.12379574273637711,0.1909882140487772,0.21527511400929114,0.08059417645395905,0.20529236022193773,0.3811574015448905,0.03816942551119767,0.1358557915402463,0.13366549265527017,0.21264190141715944,0.2824351297405189,0.20529236022193773,0.16824034334763954,0.2711711597248994,0.02375091996927381,0.10153274671545964,8.725629185037009e-103,0.5071085398186028,0.2663283547536779,0.08745665337570652,0.004600223528887854
3,0.5840707964601769,0.10958904109589043,0.56,0.0684931506849315,0.10517529215358931,0.22535211267605634,0.19081272084805656,0.5822320117474362,0.3307086614173227,0.1497005988023952,0.2153846153846155,0.6000000000000001,0.005129630719345486,0.17561600000000005,0.0018419631020525037,0.008939836940695195,0.5789075501460914,0.2501384126125814,0.019986657564110173,0.12834495598003134,0.0257856567284448,0.23522352235223523,0.055066491852406814,0.08069039913700107,0.11015780662725036,0.09287611310732699,0.07986561075113993,0.08332278080283656,0.23522352235223523,0.31360000000000005,0.06885245901639345,0.17097496438021575,0.5591036414565826,0.6458394160583942,0.16240000000000002,0.5343719571567674,0.055066491852406814,0.06885245901639345,0.0146874003488961,0.09940343563573636,0.10531135016486573,0.10809924940181585,0.031942204522265746,0.1061217205068713,0.08069039913700107,0.17097496438021575,0.09940343563573636,0.0426903036473618,0.19181212109395074,0.20070261188330538,0.1226533643044819,0.15050253414655096,0.11015780662725036,0.5591036414565826,0.10531135016486573,0.19181212109395074,0.5805703773747624,0.3341352075632993,0.14954817726108954,0.21415675314718197,0.09287611310732699,0.6458394160583942,0.10809924940181585,0.20070261188330538,0.3341352075632993,0.2890638670166231,0.1542854707411669,0.24750499001996007,0.07986561075113993,0.16240000000000002,0.031942204522265746,0.1226533643044819,0.14954817726108954,0.1542854707411669,0.05846675747218011,0.1634656423388818,0.08332278080283656,0.5343719571567674,0.1061217205068713,0.15050253414655096,0.21415675314718197,0.24750499001996007,0.1634656423388818,0.16824034334763954,0.05248426954538693,0.43687390965968853,0.07927225416490624,3.520170054584478e-100,0.5805749494977448,0.20382335292998044,0.06586604001667257,0.004600223528887854
4,0.24778761061946908,0.39726027397260266,0.0,0.0684931506849315,0.10684474123539231,0.14084507042253522,0.0989399293286219,0.567547723935391,0.606299212598425,0.13772455089820365,0.15384615384615397,0.3999999999999999,0.08656048926287935,0.0,0.0019169354593660153,0.0016193987799739268,0.5641934260965336,0.5163409778968646,0.017538660856901814,0.08760903712188031,0.19161966156325538,0.0,0.15558469126553034,0.11844660194174754,0.39868772664699337,0.3998984533666614,0.3002639788816895,0.3261998227174876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15558469126553034,0.0,0.015092034074983184,0.053499125518100585,0.10695519040045473,0.12435674718935395,0.031168745680150083,0.10244511868641798,0.11844660194174754,0.0,0.053499125518100585,0.013415583637779243,0.09946354510537748,0.11815159027622751,0.06264041734892045,0.07364773931220113,0.39868772664699337,0.0,0.10695519040045473,0.09946354510537748,0.5658710647116223,0.6149587486701886,0.13752990795893,0.1521591274454035,0.3998984533666614,0.0,0.12435674718935395,0.11815159027622751,0.6149587486701886,0.5613881598133564,0.18258534714230915,0.31971770744225825,0.3002639788816895,0.0,0.031168745680150083,0.06264041734892045,0.13752990795893,0.18258534714230915,0.05260723188815504,0.13785744771660272,0.3261998227174876,0.0,0.10244511868641798,0.07364773931220113,0.1521591274454035,0.31971770744225825,0.13785744771660272,0.11753053813139652,0.23776408150511258,0.0,0.08057124557990303,1.7984862202782196e-111,0.5658757896614901,0.4528828683202831,0.0599698393227005,0.002587221976406757
5,0.24778761061946908,0.3698630136986301,0.0,0.06164383561643835,0.10517529215358931,0.16901408450704225,0.12014134275618375,0.567547723935391,0.606299212598425,0.13772455089820365,0.15384615384615397,0.3999999999999999,0.07248241254973896,0.0,0.0018419631020525037,0.0026425432813614647,0.5641934260965336,0.5163409778968646,0.017538660856901814,0.08760903712188031,0.16970185334407734,0.0,0.14403446338265594,0.13247033441208197,0.3712050142040838,0.37248086236525535,0.27876169906407494,0.30239331391667723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14403446338265594,0.0,0.0146874003488961,0.0634658233306979,0.10528626102818092,0.12243928021239632,0.030707961689102465,0.10076744601106549,0.13247033441208197,0.0,0.0634658233306979,0.018733904294184586,0.12076490187670263,0.1428957479056761,0.07543505578614676,0.08979755462016435,0.3712050142040838,0.0,0.10528626102818092,0.12076490187670263,0.5658710647116223,0.6149587486701886,0.13752990795893,0.1521591274454035,0.37248086236525535,0.0,0.12243928021239632,0.1428957479056761,0.6149587486701886,0.5613881598133564,0.18258534714230915,0.31971770744225825,0.27876169906407494,0.0,0.030707961689102465,0.07543505578614676,0.13752990795893,0.18258534714230915,0.05260723188815504,0.13785744771660272,0.30239331391667723,0.0,0.10076744601106549,0.08979755462016435,0.1521591274454035,0.31971770744225825,0.13785744771660272,0.11753053813139652,0.2165806495953248,0.0,0.07927225416490624,7.2556112596065215e-109,0.5658757896614901,0.4528828683202831,0.0599698393227005,0.002587221976406757
6,0.2920353982300885,0.3287671232876712,0.06,0.04794520547945205,0.0951585976627713,0.19718309859154928,0.1872791519434629,0.4647577092511028,0.44094488188976344,0.07784431137724554,0.15384615384615397,0.3999999999999999,0.05434811281129329,0.00021599999999999996,0.001432637968263059,0.00849981354624925,0.46135961999664943,0.34994406902951436,0.007709507069444328,0.08760903712188031,0.1392425463336019,0.05400540054005399,0.11874882936879563,0.1810140237324703,0.32940253607760156,0.30674894547726905,0.18891288696904251,0.2666835507154615,0.05400540054005399,0.0036,0.0067868852459016405,0.018013433747201303,0.0598079231692677,0.07226277372262772,0.0138,0.05491723466407011,0.11874882936879563,0.0067868852459016405,0.012372145121483907,0.08912527851649538,0.09511111075428783,0.1030187813432102,0.022265740710265613,0.09070140995895057,0.1810140237324703,0.018013433747201303,0.08912527851649538,0.04126489788584776,0.18792530307146865,0.20669478680781567,0.093484635010091,0.1409386364287146,0.32940253607760156,0.0598079231692677,0.09511111075428783,0.18792530307146865,0.46305836544821233,0.4424373689824992,0.07740024094019365,0.15012489797937345,0.30674894547726905,0.07226277372262772,0.1030187813432102,0.20669478680781567,0.4424373689824992,0.39456401283172926,0.08720112517580872,0.24935842600513258,0.18891288696904251,0.0138,0.022265740710265613,0.093484635010091,0.07740024094019365,0.08720112517580872,0.026393564801727023,0.0805438692762637,0.2666835507154615,0.05491723466407011,0.09070140995895057,0.1409386364287146,0.15012489797937345,0.24935842600513258,0.0805438692762637,0.11753053813139652,0.18635267519480747,0.03598742972264024,0.07150552548588474,1.2949981925089835e-100,0.4630639449604814,0.29313382243514174,0.03219456891621264,0.002587221976406757
7,0.23893805309734517,0.363013698630137,0.0,0.02054794520547945,0.08848080133555926,0.19718309859154928,0.053003533568904596,0.3325991189427384,0.5118110236220472,0.08383233532934128,0.24615384615384617,0.8,0.06921780233471246,0.0,0.0011964055548672778,0.0003747304022939052,0.32956868992522104,0.41874828357770666,0.008524041057937385,0.1500034066907406,0.16442385173247379,0.0,0.12140226009864519,0.06370010787486516,0.36290208409192193,0.3503944696141228,0.217230621550276,0.32113460807901734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12140226009864519,0.0,0.010935829378552269,0.024293825918205995,0.08824906461008003,0.09900357271624767,0.021286574729289406,0.09095127610208817,0.06370010787486516,0.0,0.024293825918205995,0.004851170869018387,0.053071504215653376,0.06157840937129161,0.027721716613990324,0.04226441027403144,0.36290208409192193,0.0,0.08824906461008003,0.053071504215653376,0.33108272479740464,0.5097629033357292,0.08285971580553297,0.23975465585041933,0.3503944696141228,0.0,0.09900357271624767,0.06157840937129161,0.5097629033357292,0.4648002333041704,0.10324766653880577,0.35201026518391776,0.217230621550276,0.0,0.021286574729289406,0.027721716613990324,0.08285971580553297,0.10324766653880577,0.028783634447842512,0.1034693006523992,0.32113460807901734,0.0,0.09095127610208817,0.04226441027403144,0.23975465585041933,0.35201026518391776,0.1034693006523992,0.1943875866622647,0.21141586962148934,0.0,0.06635353514045628,4.065170048202545e-117,0.3310886099923067,0.3575140726460897,0.03484878277590686,0.005952092487072057
8,0.2831858407079646,0.3150684931506849,0.02,0.07534246575342465,0.10183639398998329,0.11267605633802817,0.04240282685512367,0.4941262848751933,0.48818897637795233,0.1437125748502994,0.1692307692307693,0.8,0.04905006462766549,8.000000000000001e-06,0.0016979106070751713,0.00023266842888696205,0.4907112438734025,0.39540156988403896,0.018741187758057658,0.09747591837937272,0.12973408541498788,0.017401740174017397,0.12168321158768805,0.04638619201725997,0.3158402113563261,0.3006561474769567,0.24132469402447798,0.25845257692794726,0.017401740174017397,0.0004,0.00239344262295082,0.0018318746183594544,0.019943977591036416,0.024525547445255473,0.005699999999999999,0.018500486854917234,0.12168321158768805,0.00239344262295082,0.013894211058023402,0.023071947099834685,0.10182630181843386,0.11262250483463894,0.030387058552480004,0.0987149741210066,0.04638619201725997,0.0018318746183594544,0.023071947099834685,0.0034497215068575193,0.042595882079264055,0.04899484202981988,0.029206808575454095,0.03109698479512069,0.3158402113563261,0.019943977591036416,0.10182630181843386,0.042595882079264055,0.4924186921344429,0.4916808569565605,0.1431630226258649,0.16611431256646814,0.3006561474769567,0.024525547445255473,0.11262250483463894,0.04899484202981988,0.4916808569565605,0.44117818606007575,0.1718450326045262,0.28143712574850277,0.24132469402447798,0.005699999999999999,0.030387058552480004,0.029206808575454095,0.1431630226258649,0.1718450326045262,0.05551129500655341,0.1470642034022315,0.25845257692794726,0.018500486854917234,0.0987149741210066,0.03109698479512069,0.16611431256646814,0.28143712574850277,0.1470642034022315,0.13000990425883124,0.17667305966290492,0.011756709343118787,0.07667816506362679,2.0239171748399796e-118,0.49242407179504255,0.33540706500349393,0.06290319929078786,0.003017678645983277
9,0.256637168141593,0.2602739726027397,0.36,0.3561643835616438,0.09849749582637728,0.22535211267605634,0.3392226148409894,0.567547723935391,0.4803149606299213,0.281437125748503,0.32307692307692304,0.3999999999999999,0.03126680370031431,0.046655999999999996,0.001561539041284043,0.04395643548818298,0.5641934260965336,0.3877113375728932,0.0597763980520998,0.2080552583652672,0.09492344883158742,0.27002700270026997,0.10033089842042828,0.26515641855447675,0.26127416443244533,0.24718793938447117,0.3079433645308376,0.24199062935291882,0.27002700270026997,0.1296,0.04190163934426229,0.18685121107266436,0.35935174069627845,0.4401459854014598,0.144,0.36806231742940604,0.10033089842042828,0.04190163934426229,0.013122459315552672,0.16509739092934664,0.09861054353908566,0.10856359325663463,0.042885824309646846,0.10799571658040333,0.26515641855447675,0.18685121107266436,0.16509739092934664,0.1241899742468707,0.3408789218470626,0.3794104169848786,0.30086439968013406,0.28880680353921484,0.26127416443244533,0.35935174069627845,0.09861054353908566,0.3408789218470626,0.5658710647116223,0.48634952919494046,0.28091566853718647,0.3218194296737815,0.24718793938447117,0.4401459854014598,0.10856359325663463,0.3794104169848786,0.48634952919494046,0.43335083114610684,0.3348250436858031,0.3974550898203594,0.3079433645308376,0.144,0.042885824309646846,0.30086439968013406,0.28091566853718647,0.3348250436858031,0.13649096656472465,0.3290653008962868,0.24199062935291882,0.36806231742940604,0.10799571658040333,0.28880680353921484,0.3218194296737815,0.3974550898203594,0.3290653008962868,0.26206668867613064,0.13983371105139342,0.25218762567543995,0.07408925895582907,6.122543565829638e-82,0.5658757896614901,0.3281842192463408,0.13913980657468206,0.010790123003911993
