,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,0.24778761061946908,0.3972602739726028,0.0,0.0684931506849315,0.10684474123539234,0.14084507042253522,0.09893992932862193,0.567547723935391,0.606299212598425,0.13772455089820365,0.15384615384615394,0.3999999999999999
1,0.2831858407079646,0.5205479452054795,0.0,0.11643835616438356,0.14357262103505847,0.33802816901408456,0.21554770318021205,0.4941262848751933,0.3622047244094486,0.2095808383233533,0.21538461538461545,0.3999999999999999
2,0.2831858407079646,0.43835616438356173,0.04,0.0958904109589041,0.13355592654424042,0.19718309859154928,0.1696113074204947,0.5088105726872243,0.4094488188976375,0.1916167664670659,0.21538461538461545,0.3999999999999999
3,0.5840707964601769,0.10958904109589046,0.56,0.0684931506849315,0.10517529215358934,0.22535211267605634,0.19081272084805662,0.5822320117474362,0.3307086614173227,0.1497005988023952,0.21538461538461545,0.6000000000000001
4,0.24778761061946908,0.3972602739726028,0.0,0.0684931506849315,0.10684474123539234,0.14084507042253522,0.09893992932862193,0.567547723935391,0.606299212598425,0.13772455089820365,0.15384615384615394,0.3999999999999999
5,0.24778761061946908,0.36986301369863017,0.0,0.06164383561643835,0.10517529215358934,0.16901408450704225,0.12014134275618378,0.567547723935391,0.606299212598425,0.13772455089820365,0.15384615384615394,0.3999999999999999
6,0.2920353982300885,0.32876712328767127,0.06,0.04794520547945205,0.09515859766277132,0.19718309859154928,0.18727915194346292,0.4647577092511028,0.44094488188976344,0.07784431137724554,0.15384615384615394,0.3999999999999999
7,0.23893805309734517,0.36301369863013705,0.0,0.02054794520547945,0.08848080133555927,0.19718309859154928,0.05300353356890461,0.3325991189427384,0.5118110236220472,0.08383233532934128,0.2461538461538461,0.8
8,0.2831858407079646,0.31506849315068497,0.02,0.07534246575342465,0.10183639398998331,0.11267605633802817,0.04240282685512368,0.4941262848751933,0.48818897637795233,0.1437125748502994,0.16923076923076927,0.8
9,0.256637168141593,0.26027397260273977,0.36,0.3561643835616438,0.0984974958263773,0.22535211267605634,0.3392226148409895,0.567547723935391,0.4803149606299213,0.281437125748503,0.323076923076923,0.3999999999999999
10,0.18584070796460184,0.31506849315068497,0.08,0.06164383561643835,0.1419031719532553,0.19718309859154928,0.20848056537102477,0.42804698972099686,0.4251968503937005,0.125748502994012,0.12307692307692306,0.3999999999999999
11,0.256637168141593,0.26027397260273977,0.36,0.3561643835616438,0.0984974958263773,0.22535211267605634,0.3392226148409895,0.567547723935391,0.4803149606299213,0.281437125748503,0.323076923076923,0.3999999999999999
12,0.08849557522123891,0.339041095890411,0.0,0.04794520547945205,0.1285475792988314,0.2112676056338028,0.18727915194346292,0.31057268722466347,0.6614173228346458,0.1137724550898204,0.23076923076923078,0.3999999999999999
13,0.2831858407079646,0.3356164383561644,0.29,0.04794520547945205,0.17028380634390655,0.11267605633802817,0.08127208480565372,0.5381791483113005,0.4094488188976375,0.7365269461077846,0.10769230769230773,0.3999999999999999
14,0.38053097345132747,0.34246575342465757,0.18,0.19863013698630136,0.2737896494156929,0.7183098591549296,0.491166077738516,0.6262848751835577,0.3307086614173227,0.3293413173652695,0.12307692307692306,0.3999999999999999
15,0.38053097345132747,0.34246575342465757,0.19,0.20547945205479448,0.2637729549248749,0.7042253521126761,0.5017667844522968,0.6262848751835577,0.3385826771653542,0.35928143712574856,0.12307692307692306,0.3999999999999999
16,0.34513274336283184,0.10958904109589046,0.56,0.06164383561643835,0.13355592654424042,0.47887323943661975,0.3427561837455831,0.5014684287812088,0.44094488188976344,0.25149700598802394,0.323076923076923,0.8
17,0.3097345132743363,0.3013698630136987,0.28,0.0547945205479452,0.5943238731218699,0.2112676056338028,0.17667844522968199,0.4941262848751933,0.29133858267716484,0.5688622754491018,0.1384615384615386,0.3999999999999999
18,0.24778761061946908,0.3219178082191781,0.08,0.23972602739726026,0.12353923205342238,0.07042253521126761,0.08127208480565372,0.5381791483113005,0.5039370078740153,0.10179640718562874,0.09230769230769219,0.19999999999999996
19,0.2920353982300885,0.13698630136986303,0.51,0.06164383561643835,0.5492487479131888,0.22535211267605634,0.17667844522968199,0.5014684287812088,0.23622047244094446,0.4491017964071857,0.12307692307692306,0.6000000000000001
20,0.38053097345132747,0.06849315068493152,0.48,0.06164383561643835,0.10851419031719534,0.3943661971830986,0.19081272084805662,0.4941262848751933,0.5118110236220472,0.1197604790419162,0.15384615384615394,0.6000000000000001
21,0.2654867256637168,0.1849315068493151,0.31,0.0958904109589041,0.11686143572621022,0.3098591549295775,0.22968197879858665,0.5969162995594672,0.6141732283464565,0.1916167664670659,0.1999999999999999,0.3999999999999999
22,0.2920353982300885,0.2123287671232877,0.21,0.04794520547945205,0.15692821368948248,0.1267605633802817,0.10954063604240284,0.47944199706314805,0.3385826771653542,0.34730538922155696,0.16923076923076927,0.3999999999999999
23,0.34513274336283184,0.2534246575342466,0.11,0.0958904109589041,0.12020033388981638,0.11267605633802817,0.21554770318021205,0.4941262848751933,0.3385826771653542,0.1197604790419162,0.15384615384615394,0.3999999999999999
24,0.20353982300884965,0.19178082191780826,0.14,0.10273972602739725,0.1218697829716194,0.28169014084507044,0.12014134275618378,0.4941262848751933,0.5433070866141732,0.17964071856287425,0.1999999999999999,0.6000000000000001
25,0.1504424778761062,0.1849315068493151,0.16,0.03424657534246575,0.11352253756260436,0.14084507042253522,0.06007067137809188,0.3986784140969206,0.47244094488188937,0.13772455089820365,0.1384615384615386,0.3999999999999999
26,0.2654867256637168,0.1986301369863014,0.24,0.06164383561643835,0.11352253756260436,0.04225352112676056,0.017667844522968202,0.4500734214390576,0.4251968503937005,0.155688622754491,0.16923076923076927,0.3999999999999999
27,0.2920353982300885,0.2123287671232877,0.21,0.04794520547945205,0.15692821368948248,0.1267605633802817,0.10954063604240284,0.47944199706314805,0.3385826771653542,0.34730538922155696,0.16923076923076927,0.3999999999999999
28,0.22123893805309736,0.40410958904109595,0.0,0.0684931506849315,0.11352253756260436,0.18309859154929578,0.10247349823321558,0.5234948604992695,0.5748031496062991,0.1317365269461078,0.15384615384615394,0.3999999999999999
29,0.2831858407079646,0.35958904109589046,0.0,0.07534246575342465,0.11686143572621022,0.09859154929577466,0.035335689045936404,0.4647577092511028,0.5039370078740153,0.155688622754491,0.21538461538461545,0.6000000000000001
30,0.18584070796460184,0.38013698630137,0.07,0.10273972602739725,0.1285475792988314,0.22535211267605634,0.2685512367491167,0.42070484581498135,0.4803149606299213,0.125748502994012,0.26153846153846144,0.3999999999999999
31,0.20353982300884965,0.3869863013698631,0.0,0.1095890410958904,0.15525876460767948,0.295774647887324,0.10954063604240284,0.47944199706314805,0.5669291338582676,0.1437125748502994,0.3384615384615383,0.6000000000000001
32,0.32743362831858414,0.36643835616438364,0.12,0.0958904109589041,0.11853088480801338,0.19718309859154928,0.37809187279151957,0.47944199706314805,0.3385826771653542,0.1976047904191617,0.21538461538461545,0.3999999999999999
33,0.20353982300884965,0.33219178082191786,0.12,0.6712328767123287,0.10183639398998331,0.5492957746478874,0.2720848056537103,0.6776798825256947,0.5590551181102361,0.1137724550898204,0.15384615384615394,0.6000000000000001
34,0.05309734513274339,0.13698630136986303,0.25,0.06164383561643835,0.15191986644407346,0.16901408450704225,0.15547703180212016,0.41336270190896585,0.5039370078740153,0.1317365269461078,0.12307692307692306,0.3999999999999999
35,0.2831858407079646,0.35958904109589046,0.0,0.31506849315068486,0.12353923205342238,0.056338028169014086,0.04240282685512368,0.6262848751835577,0.5196850393700787,0.1317365269461078,0.1846153846153846,0.6000000000000001
36,0.2831858407079646,0.32876712328767127,0.14,0.10273972602739725,0.12353923205342238,0.02816901408450704,0.03180212014134277,0.5455212922173303,0.5354330708661417,0.1616766467065868,0.3692307692307692,0.6000000000000001
37,0.3097345132743363,0.17808219178082194,0.28,0.0821917808219178,0.09015025041736228,0.16901408450704225,0.08480565371024737,0.4941262848751933,0.38582677165354307,0.2395209580838323,0.1999999999999999,0.8
38,0.09734513274336287,0.6917808219178082,0.09,0.0410958904109589,0.26711185308848084,0.08450704225352114,0.04593639575971733,0.28854625550661694,0.5984251968503935,0.08982035928143708,0.21538461538461545,0.19999999999999996
39,0.23893805309734517,0.22602739726027404,0.36,0.34246575342465757,0.10350584307178633,0.15492957746478872,0.2862190812720849,0.567547723935391,0.46456692913385833,0.29940119760479045,0.323076923076923,0.3999999999999999
40,0.23893805309734517,0.22602739726027404,0.36,0.34246575342465757,0.10350584307178633,0.15492957746478872,0.2862190812720849,0.567547723935391,0.46456692913385833,0.29940119760479045,0.323076923076923,0.3999999999999999
41,0.3716814159292037,0.3356164383561644,0.3,0.13013698630136986,0.1268781302170284,0.22535211267605634,0.14134275618374562,0.55286343612336,0.4094488188976375,0.10778443113772454,0.1384615384615386,0.19999999999999996
42,0.256637168141593,0.2534246575342466,0.2,0.11643835616438356,0.5342237061769617,0.09859154929577466,0.028268551236749123,0.4941262848751933,0.3700787401574801,0.3413173652694611,0.323076923076923,0.6000000000000001
43,0.3097345132743363,0.36986301369863017,0.22,0.08904109589041095,0.09515859766277132,0.11267605633802817,0.06007067137809188,0.4941262848751933,0.44094488188976344,0.5209580838323353,0.2923076923076923,0.3999999999999999
44,0.19469026548672563,0.3767123287671234,0.02,0.06164383561643835,0.0634390651085142,0.056338028169014086,0.017667844522968202,0.4500734214390576,0.5826771653543306,0.1137724550898204,0.16923076923076927,0.3999999999999999
45,0.0,0.27397260273972607,0.15,0.0821917808219178,0.07011686143572622,0.09859154929577466,0.20848056537102477,0.24449339207048126,0.9133858267716533,0.13772455089820365,0.7230769230769228,0.19999999999999996
46,0.2743362831858408,0.5582191780821919,0.43,0.08904109589041095,0.17028380634390655,0.295774647887324,0.3816254416961132,0.5088105726872243,0.40157480314960603,0.2395209580838323,0.12307692307692306,0.3999999999999999
47,0.36283185840707965,0.11643835616438358,0.52,0.04794520547945205,0.16861435726210353,0.15492957746478872,0.10954063604240284,0.5014684287812088,0.40157480314960603,0.1497005988023952,0.16923076923076927,0.3999999999999999
48,0.15929203539823011,0.19178082191780826,0.23,0.04794520547945205,0.09015025041736228,0.056338028169014086,0.02120141342756184,0.42070484581498135,0.47244094488188937,0.13772455089820365,0.12307692307692306,0.3999999999999999
49,0.08849557522123891,0.13013698630136988,0.37,0.03424657534246575,0.10350584307178633,0.15492957746478872,0.3180212014134276,0.3913362701908909,0.4566929133858264,0.1497005988023952,0.12307692307692306,0.3999999999999999
50,0.3716814159292037,0.36986301369863017,0.26,0.0547945205479452,0.10350584307178633,0.04225352112676056,0.06007067137809188,0.516152716593254,0.3228346456692912,0.24550898203592816,0.12307692307692306,0.3999999999999999
51,0.17699115044247782,0.27397260273972607,0.04,0.08904109589041095,0.09515859766277132,0.09859154929577466,0.03180212014134277,0.40602055800295034,0.5196850393700787,0.17964071856287425,0.15384615384615394,0.6000000000000001
52,0.17699115044247782,0.26027397260273977,0.04,0.0821917808219178,0.0934891485809683,0.07042253521126761,0.028268551236749123,0.3986784140969206,0.5118110236220472,0.18562874251497005,0.15384615384615394,0.6000000000000001
